article_id,published_at_jst,title,url,live_status,inventory_as_of_jst,primary_theme,theme_status,primary_role,secondary_roles,role_status,search_intent,search_intent_status,source_strength,source_strength_status,observed_cta_types,recommended_primary_cta_candidate,official_web_connection,consultation_connection,line_connection,reservation_connection,internal_out_count,internal_in_count,one_way_out_count,isolated_graph,path_to_official_web,path_to_consultation,path_to_line,path_to_reservation,reachable_sink_types,brand_flags,old_line_flag,lifekarte_direct_flag,internal_utm_violation_count,official_utm_violation_count,ambiguous_anchor_count,case_fact_status,customer_reaction_status,note_seen,note_decisive,new_visit_involvement,search_exposure,discovery_value,understanding_value,decision_value,learning_value,ai_structure_coverage,ai_structure_missing,content_currentness,staleness_status,priority_score,priority_band,priority_reasons,human_review_required,legacy_registry_source
n5ae43e607ee7,2026-07-31T11:39:32.000+09:00,三田市で髪質改善を考えている方へ｜ゴワつき・ツヤ不足は、まず原因を分けて考えます,https://note.com/koichi_ikeda/n/n5ae43e607ee7,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,A_ENTRY,NONE,LEGACY_REGISTRY,三田市で髪質改善を考えている方へ｜ゴワつき・ツヤ不足は、まず原因を分けて考えます,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,NO,NO,4,1,3,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,4,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n874020106a81,2026-08-01T07:35:53.000+09:00,「髪が広がるので、できるだけ量を減らしてください」は本当に正解？｜三田市の美容師が考える、広がり＝毛量とは限らない理由,https://note.com/koichi_ikeda/n/n874020106a81,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY,LEGACY_REGISTRY,「髪が広がるので、できるだけ量を減らしてください」は本当に正解？｜三田市の美容師が考える、広がり＝毛量とは限らない理由,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_CASE_OR_PRECONSULT,NO,NO,NO,NO,8,3,6,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,8,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n61dedbe2b8f9,2026-08-02T06:57:49.000+09:00,三田市でレイヤーカットが得意な美容師を探している方へ｜池田航一の施術と相談方法,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市でレイヤーカットが得意な美容師を探している方へ｜池田航一の施術と相談方法,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,1,12,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc52beb9469d1,2026-08-03T08:49:49.000+09:00,三田市で自然な縮毛矯正を考えている方へ｜「真っすぐになりすぎるのが怖い」と感じた時に確認したいこと,https://note.com/koichi_ikeda/n/nc52beb9469d1,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY,LEGACY_REGISTRY,三田市で自然な縮毛矯正を考えている方へ｜「真っすぐになりすぎるのが怖い」と感じた時に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NONE,RELATED_CASE_OR_PRECONSULT,NO,NO,NO,NO,,2,,NO,NO,NO,NO,NO,NONE,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NOT_DO,ACTUAL_CASE;NEXT_STEP,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,40,P1_CANDIDATE,NO_ACTION_PATH;SEARCH_EXPOSURE_WITHOUT_ACTION,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc618049c3261,2026-08-07T07:08:05.000+09:00,三田市で髪を軽くしすぎて広がる方へ｜量を減らした後、どう整えていくか,https://note.com/koichi_ikeda/n/nc618049c3261,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,A_ENTRY,NONE,LEGACY_REGISTRY,すでに軽くしすぎて広がる状態からこれ以上減らさず整える,CONFIG_REVIEWED,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,NO,NO,6,1,6,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,6,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL_STALE_TITLE_CACHE,PARTIAL,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n58cc043f5fa4,2026-08-08T07:12:09.000+09:00,三田市で「レイヤーにしたいけど広がりが心配」な方へ。大人女性のレイヤーカットで確認したいこと,https://note.com/koichi_ikeda/n/n58cc043f5fa4,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,三田市で「レイヤーにしたいけど広がりが心配」な方へ。大人女性のレイヤーカットで確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,LINE,RELATED_CASE_OR_PRECONSULT,NO,NO,YES,NO,,3,,NO,NO,NO,YES,NO,LINE,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n670a62197b88,2026-08-08T09:42:27.000+09:00,三田市で髪のうねり・広がりに悩む方へ｜「これ以上、量を減らさない」と判断した実際の相談ケース,https://note.com/koichi_ikeda/n/n670a62197b88,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,C_CASE,A_ENTRY;B_JUDGMENT,LEGACY_REGISTRY,三田市で髪のうねり・広がりに悩む方へ｜「これ以上、量を減らさない」と判断した実際の相談ケース,TITLE_PROXY,A_ACTUAL_CASE,VERIFIED_EXISTING_REGISTRY,NOTE_ARTICLE,PRECONSULT?utm_source=note&utm_medium=article&utm_campaign=frizz_decision,NO,NO,NO,NO,4,5,3,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,4,0,0,VERIFIED_EXISTING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,POTENTIAL,ACTUAL_CASE;AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,NONE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n341eb4c05451,2026-08-08T10:36:45.000+09:00,三田市で白髪をどうするか迷っている方へ｜白髪染め・白髪ぼかし・明るいカラーの選び方,https://note.com/koichi_ikeda/n/n341eb4c05451,PUBLIC,2026-09-16,CEP2_GRAY_HAIR_NOT_DARK,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市で白髪をどうするか迷っている方へ｜白髪染め・白髪ぼかし・明るいカラーの選び方,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,1,10,,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,AGE_ANXIETY:老け(?:て)?見え,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,20,P2_CANDIDATE,BRAND_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n2604158e10ac,2026-08-09T06:53:24.000+09:00,三田市で夏は髪を結びたい方へ｜結べる長さを残しながら広がり・重さを整える考え方,https://note.com/koichi_ikeda/n/n2604158e10ac,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,A_ENTRY,NONE,LEGACY_REGISTRY,三田市で夏は髪を結びたい方へ｜結べる長さを残しながら広がり・重さを整える考え方,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,NO,NO,5,,5,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,5,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nb6a456406182,2026-08-10T21:24:19.000+09:00,三田市で部分的な縮毛矯正を考えている方へ｜前髪・顔まわり・根元だけでもいい？,https://note.com/koichi_ikeda/n/nb6a456406182,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市で部分的な縮毛矯正を考えている方へ｜前髪・顔まわり・根元だけでもいい？,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,6,,6,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,6,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nacbe18cfbbc2,2026-08-10T21:37:27.000+09:00,三田市で髪型やメニューについて相談できる美容師を探している方へ｜初めてのご予約前に,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,D_BRIDGE,A_ENTRY,LEGACY_REGISTRY,三田市で髪型やメニューについて相談できる美容師を探している方へ｜初めてのご予約前に,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,PRECONSULT?utm_source=note&utm_medium=article&utm_campaign=change_without_failure,NO,NO,YES,YES,6,39,3,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,YES,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,POTENTIAL,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,25,P2_CANDIDATE,OLD_LINE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n91415ed02262,2026-08-11T06:47:21.000+09:00,三田市で40代から白髪が気になり始めた方へ｜「まだ白髪染めにするほど？」と迷う時の考え方,https://note.com/koichi_ikeda/n/n91415ed02262,PUBLIC,2026-09-16,CEP2_GRAY_HAIR_NOT_DARK,TITLE_RULE,A_ENTRY,NONE,LEGACY_REGISTRY,三田市で40代から白髪が気になり始めた方へ｜「まだ白髪染めにするほど？」と迷う時の考え方,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,NO,NO,4,,4,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,4,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nec839cc36cac,2026-08-12T08:04:39.000+09:00,三田市でトリートメントや髪質改善が必要か迷う方へ｜ケアを足す前に確認したいこと,https://note.com/koichi_ikeda/n/nec839cc36cac,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY,LEGACY_REGISTRY,三田市でトリートメントや髪質改善が必要か迷う方へ｜ケアを足す前に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_CASE_OR_PRECONSULT,NO,NO,NO,NO,7,6,6,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,6,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n4be16ad0595a,2026-08-12T13:23:11.000+09:00,三田市で髪質改善と縮毛矯正、どちらを選べばいい？｜違いより先に確認したいこと,https://note.com/koichi_ikeda/n/n4be16ad0595a,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,三田市で髪質改善と縮毛矯正、どちらを選べばいい？｜違いより先に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,7,2,7,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,7,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
na91fee9fb319,2026-08-13T07:32:00.000+09:00,トリートメントは毎回した方がいい？髪に必要なケアは人によって違います,https://note.com/koichi_ikeda/n/na91fee9fb319,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,LEGACY_REGISTRY,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,トリートメントは毎回した方がいい？髪に必要なケアは人によって違います,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,EXTERNAL;LINE;NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,YES,NO,1,1,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,YES,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP,ACTUAL_CASE;NOT_DO,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,25,P2_CANDIDATE,OLD_LINE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nfdf0ed53461c,2026-08-14T07:40:38.000+09:00,三田市で「毛先が薄いのに髪が広がる」と感じる方へ｜さらに軽くする前に確認したいこと,https://note.com/koichi_ikeda/n/nfdf0ed53461c,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY,LEGACY_REGISTRY,三田市で「毛先が薄いのに髪が広がる」と感じる方へ｜さらに軽くする前に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,NOTE_ARTICLE,RELATED_CASE_OR_PRECONSULT,NO,NO,NO,NO,9,1,9,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,9,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n47ad7c3d95fe,2026-08-15T06:45:22.000+09:00,三田市で「うねるけど縮毛矯正するほど？」と迷っている方へ｜美容師が見る判断ポイント,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,三田市で「うねるけど縮毛矯正するほど？」と迷っている方へ｜美容師が見る判断ポイント,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,EXTERNAL;LINE;NOTE_ARTICLE,RELATED_CASE_OR_PRECONSULT,NO,NO,YES,NO,1,10,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n282cb4929242,2026-08-16T06:42:41.000+09:00,三田市で髪質改善を続けても広がる方へ｜トリートメントだけでは変わりにくい場合とは？,https://note.com/koichi_ikeda/n/n282cb4929242,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市で髪質改善を続けても広がる方へ｜トリートメントだけでは変わりにくい場合とは？,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,EXTERNAL;LINE;NOTE_ARTICLE,RELATED_JUDGMENT_ARTICLE,NO,NO,YES,NO,1,5,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,YES,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,25,P2_CANDIDATE,OLD_LINE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n4a9b55a64e75,2026-08-17T07:07:23.000+09:00,髪が重く見える＝量を減らす、ではありません｜軽くする前に確認したいこと,https://note.com/koichi_ikeda/n/n4a9b55a64e75,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,髪が重く見える＝量を減らす、ではありません｜軽くする前に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,9,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n41589cc5b539,2026-08-18T13:34:20.000+09:00,三田市で「分け目が目立つ」と感じる方へ｜髪型で変えられること・変えにくいこと,https://note.com/koichi_ikeda/n/n41589cc5b539,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市で「分け目が目立つ」と感じる方へ｜髪型で変えられること・変えにくいこと,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,4,,4,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,4,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n7874cb42b364,2026-08-18T13:37:50.000+09:00,三田市でベージュカラーにしたけど「なんか違う」と感じた方へ｜色名だけで決めないカラーの考え方,https://note.com/koichi_ikeda/n/n7874cb42b364,PUBLIC,2026-09-16,CEP6_COLOR_DECISION_CANDIDATE,TITLE_RULE_HUMAN_REVIEW,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市でベージュカラーにしたけど「なんか違う」と感じた方へ｜色名だけで決めないカラーの考え方,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,4,1,4,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,4,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc81e32727f40,2026-08-18T13:41:35.000+09:00,三田市で髪の悩みがいくつもある方へ｜白髪・パサつき・ボリューム、何から相談すればいい？,https://note.com/koichi_ikeda/n/nc81e32727f40,PUBLIC,2026-09-16,CEP2_GRAY_HAIR_NOT_DARK,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,三田市で髪の悩みがいくつもある方へ｜白髪・パサつき・ボリューム、何から相談すればいい？,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,5,,5,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,5,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
