source_article_id,source_url,target_type,target_article_id,target_url,anchor_text,utm_source,utm_medium,utm_campaign,utm_status,anchor_status
n3d33767ab824,https://note.com/koichi_ikeda/n/n3d33767ab824,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,,,,OK,OK
n3d33767ab824,https://note.com/koichi_ikeda/n/n3d33767ab824,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
n05d7c58db245,https://note.com/koichi_ikeda/n/n05d7c58db245,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,三田市で髪型やメニューについて相談できる美容師を探している方へ｜初めてのご予約前に,,,,OK,OK
nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,NOTE_ARTICLE,n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,三田市でレイヤーカットが得意な美容師を探している方へ｜池田航一の施術と相談方法,,,,OK,OK
nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda?igsh=MWh6bHBhMzRobjk2bA%3D%3D&utm_source=qr,Instagramはこちら⁠￼,qr,,,NOT_APPLICABLE,OK
nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,EXTERNAL,,https://www.threads.com/@sanda_layercut_ikeda?igshid=NTc4MTIwNjQ2YQ,Threadsはこちら⁠￼,,,,NOT_APPLICABLE,OK
nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,LINE,,https://lin.ee/rG3y2px,ご予約・ご相談 公式LINEはこちら⁠￼,,,,NOT_APPLICABLE,OK
n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5,NOTE_ARTICLE,n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n4a9b55a64e75,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5,NOTE_ARTICLE,n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n670a62197b88,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,NOTE_ARTICLE,n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n282cb4929242,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,NOTE_ARTICLE,nfdc25e93418f,https://note.com/koichi_ikeda/n/nfdc25e93418f?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nfdc25e93418f,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,NOTE_ARTICLE,nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nec839cc36cac,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n65308cfb33d5,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n670a62197b88,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,n58cc043f5fa4,https://note.com/koichi_ikeda/n/n58cc043f5fa4?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n58cc043f5fa4,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nec839cc36cac,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,n775b67a5339c,https://note.com/koichi_ikeda/n/n775b67a5339c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n775b67a5339c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/ne5cd7acfddda,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,詳しいメニューと料金はこちら,,,,OK,OK
n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nfdf0ed53461c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n4a9b55a64e75,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n874020106a81,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n670a62197b88,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc618049c3261,https://note.com/koichi_ikeda/n/nc618049c3261,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/ne5cd7acfddda,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n58cc043f5fa4,https://note.com/koichi_ikeda/n/n58cc043f5fa4,LINE,,https://lin.ee/Kis9o8o,https://lin.ee/Kis9o8o,,,,NOT_APPLICABLE,OK
n58cc043f5fa4,https://note.com/koichi_ikeda/n/n58cc043f5fa4,LINE,,https://lin.ee/rG3y2px,、一人ひとりに合った方法をご提案しています。,,,,NOT_APPLICABLE,OK
n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88,NOTE_ARTICLE,n874020106a81,https://note.com/koichi_ikeda/n/n874020106a81?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n874020106a81,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88,NOTE_ARTICLE,n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n282cb4929242,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,NOTE_ARTICLE,n7abf88d82b87,https://note.com/koichi_ikeda/n/n7abf88d82b87,「白髪染めを繰り返すほど『老けて見える』のはなぜ？」,,,,OK,OK
n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n2604158e10ac,https://note.com/koichi_ikeda/n/n2604158e10ac,NOTE_ARTICLE,n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n4a9b55a64e75,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n2604158e10ac,https://note.com/koichi_ikeda/n/n2604158e10ac,NOTE_ARTICLE,nff5536b5d028,https://note.com/koichi_ikeda/n/nff5536b5d028?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nff5536b5d028,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n2604158e10ac,https://note.com/koichi_ikeda/n/n2604158e10ac,NOTE_ARTICLE,n775b67a5339c,https://note.com/koichi_ikeda/n/n775b67a5339c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n775b67a5339c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n2604158e10ac,https://note.com/koichi_ikeda/n/n2604158e10ac,NOTE_ARTICLE,n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n65308cfb33d5,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n2604158e10ac,https://note.com/koichi_ikeda/n/n2604158e10ac,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,n775b67a5339c,https://note.com/koichi_ikeda/n/n775b67a5339c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n775b67a5339c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,nc52beb9469d1,https://note.com/koichi_ikeda/n/nc52beb9469d1?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nc52beb9469d1,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n4be16ad0595a,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/ne5cd7acfddda,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,,,,NOT_APPLICABLE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,https://y7xzhn-google.b-merit.jp/n3icrs/web/,,,,NOT_APPLICABLE,OK
nb6a456406182,https://note.com/koichi_ikeda/n/nb6a456406182,LINE,,https://lin.ee/rG3y2px,https://lin.ee/rG3y2px,,,,NOT_APPLICABLE,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,LINE,,https://lin.ee/hX5uJxc,公式LINEで髪のお悩みを相談する,,,,NOT_APPLICABLE,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,RESERVATION,,https://y7xzhn.b-merit.jp/n3icrs/web/?shop_user_id=210872&_gl=1%2A1w8pi5x%2A_ga%2AMTI0NTcwMjQ0OS4xNzczNDg4ODA4%2A_ga_2DCQC7HKLD%2AczE3ODcwMTUxOTEkbzIwOCRnMSR0MTc4NzAxNTE5MyRqNTgkbDAkaDA.,Web予約から空き状況を確認する,,,,NOT_APPLICABLE,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,三田市でレイヤーカットが得意な美容師を探している方へ｜池田航一の施術と相談方法,,,,OK,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,EXTERNAL,,https://saraju.com/salon/sanda/,https://saraju.com/salon/sanda/,,,,NOT_APPLICABLE,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,LINE,,https://lin.ee/QD7Izn9?utm_source=chatgpt.com,LINEで相談する,chatgpt.com,,,NOT_APPLICABLE,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,n74441a2a58a7,https://note.com/koichi_ikeda/n/n74441a2a58a7,https://note.com/koichi_ikeda/n/n74441a2a58a7,,,,OK,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,,,,OK,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,n3472fcb1978a,https://note.com/koichi_ikeda/n/n3472fcb1978a,https://note.com/koichi_ikeda/n/n3472fcb1978a,,,,OK,OK
nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,NOTE_ARTICLE,nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,,,,OK,OK
n91415ed02262,https://note.com/koichi_ikeda/n/n91415ed02262,NOTE_ARTICLE,n857bdffbf113,https://note.com/koichi_ikeda/n/n857bdffbf113?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n857bdffbf113,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n91415ed02262,https://note.com/koichi_ikeda/n/n91415ed02262,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n341eb4c05451,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n91415ed02262,https://note.com/koichi_ikeda/n/n91415ed02262,NOTE_ARTICLE,n3d33767ab824,https://note.com/koichi_ikeda/n/n3d33767ab824?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n3d33767ab824,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n91415ed02262,https://note.com/koichi_ikeda/n/n91415ed02262,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n282cb4929242,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n65308cfb33d5,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,nfdc25e93418f,https://note.com/koichi_ikeda/n/nfdc25e93418f?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nfdc25e93418f,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,na91fee9fb319,https://note.com/koichi_ikeda/n/na91fee9fb319?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/na91fee9fb319,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,https://note.com/koichi_ikeda/n/n5ae43e607ee7,,,,OK,OK
nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,n775b67a5339c,https://note.com/koichi_ikeda/n/n775b67a5339c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n775b67a5339c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nec839cc36cac,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n282cb4929242,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,nc52beb9469d1,https://note.com/koichi_ikeda/n/nc52beb9469d1?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nc52beb9469d1,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/ne5cd7acfddda,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
na91fee9fb319,https://note.com/koichi_ikeda/n/na91fee9fb319,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
na91fee9fb319,https://note.com/koichi_ikeda/n/na91fee9fb319,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
na91fee9fb319,https://note.com/koichi_ikeda/n/na91fee9fb319,LINE,,https://lin.ee/hX5uJxc,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n65308cfb33d5,https://note.com/koichi_ikeda/n/n65308cfb33d5?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n65308cfb33d5,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n58cc043f5fa4,https://note.com/koichi_ikeda/n/n58cc043f5fa4?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n58cc043f5fa4,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nec839cc36cac,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n4be16ad0595a,https://note.com/koichi_ikeda/n/n4be16ad0595a?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n4be16ad0595a,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n670a62197b88,https://note.com/koichi_ikeda/n/n670a62197b88?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n670a62197b88,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,n775b67a5339c,https://note.com/koichi_ikeda/n/n775b67a5339c?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n775b67a5339c,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
